AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP
20.402,1013.2,87.538,3.9783,20.033,1058.6,550.0,10.599
21.923,1013.2,77.34,4.0331,20.225,1060.0,550.0,10.637
24.775,1013.4,63.366,4.1071,20.378,1060.3,550.03,10.628
26.939,1013.6,53.431,4.1417,20.409,1060.2,550.11,10.548
28.61,1013.5,46.294,4.193,20.626,1061.2,549.96,10.622
29.647,1013.2,41.204,4.2157,20.768,1062.4,549.99,10.79
30.245,1012.9,41.052,4.2247,20.849,1062.6,550.01,10.821
30.642,1012.6,47.133,4.2369,20.868,1062.6,550.03,10.819
30.687,1012.4,49.081,4.2109,20.776,1062.1,550.15,10.787
30.423,1012.2,55.25,4.218,20.755,1062.1,550.12,10.712
29.934,1012.2,57.735,4.2036,20.703,1061.7,550.05,10.655
29.181,1012.1,61.066,4.1838,20.603,1061.3,550.08,10.658
28.237,1012.1,66.863,4.1727,20.627,1061.4,550.11,10.672
27.145,1012.4,75.328,4.9108,24.744,1086.0,549.9,11.931
26.507,1012.8,80.56,4.1448,20.517,1060.7,549.87,10.668
26.117,1012.8,83.832,4.0692,20.221,1058.9,550.06,10.636
25.774,1012.7,85.644,4.0743,20.212,1058.7,549.93,10.612
25.34,1012.7,87.538,4.0438,20.104,1058.0,549.93,10.571
25.098,1012.7,89.468,4.0447,20.141,1057.8,549.89,10.545
25.049,1012.7,89.194,4.1701,20.779,1062.3,550.05,10.769
24.587,1012.5,89.805,4.1026,20.434,1060.5,549.91,10.705
24.183,1012.3,91.017,4.0498,20.205,1058.7,549.93,10.673
23.743,1012.4,90.824,4.0334,20.16,1058.5,549.99,10.6
23.627,1012.6,91.546,3.9463,19.681,1055.5,550.01,10.455
23.744,1013.0,92.355,4.033,20.052,1058.1,550.02,10.498
24.707,1013.3,92.007,4.6915,23.78,1079.6,550.26,11.609
26.153,1013.5,84.859,5.4025,27.359,1095.6,547.17,12.506
27.629,1013.4,76.529,6.0213,30.628,1100.1,538.48,13.367
28.744,1013.1,71.499,6.0509,30.643,1100.1,538.37,13.42
29.636,1012.9,67.03,5.9482,29.953,1100.0,540.81,13.211
30.33,1012.7,61.936,5.9325,29.83,1100.1,541.38,13.089
31.174,1012.4,55.863,5.9719,30.2,1099.9,540.11,13.224
31.445,1012.0,52.933,5.9553,30.104,1100.0,540.44,13.253
31.178,1011.8,53.492,6.0533,30.575,1099.9,538.93,13.336
30.662,1011.7,57.296,6.0541,30.66,1100.0,538.57,13.376
29.99,1011.9,60.76,6.0109,30.565,1099.9,538.73,13.301
28.827,1012.0,69.013,5.2919,26.488,1095.2,549.47,12.246
27.473,1012.1,78.12,5.193,26.101,1093.8,549.79,12.301
26.417,1012.4,84.53,5.1532,25.901,1093.0,549.61,12.319
25.759,1012.3,87.462,5.1014,25.836,1092.1,550.18,12.229
25.369,1012.4,88.352,5.1061,25.814,1091.9,550.11,12.208
24.956,1012.4,89.056,5.0985,25.874,1092.4,550.3,12.251
24.427,1012.2,90.982,5.1003,25.844,1092.7,550.05,12.205
24.14,1012.0,94.048,5.0939,25.655,1091.4,549.99,12.181
23.933,1011.7,92.851,5.0638,25.478,1090.7,550.2,12.177
23.554,1011.6,94.587,4.113,20.275,1059.7,549.99,10.627
23.339,1011.5,96.61,4.1301,20.245,1059.6,549.99,10.539
23.309,1011.5,97.028,4.1903,20.499,1061.2,549.93,10.632
23.562,1011.6,97.153,4.4957,22.192,1071.0,550.07,11.2
25.071,1011.7,93.4,5.3338,26.754,1094.4,548.14,12.387
26.812,1011.7,79.238,6.1394,31.171,1099.8,536.5,13.421
28.109,1011.9,69.391,6.0233,30.472,1100.0,538.83,13.305
29.001,1012.0,62.52,6.0374,30.324,1100.0,539.45,13.305
29.572,1012.0,61.319,6.0867,30.461,1100.0,538.93,13.248
29.932,1011.8,59.342,5.9186,29.551,1100.1,542.12,13.121
30.419,1011.5,52.747,6.1261,30.721,1099.9,538.24,13.359
30.565,1011.4,52.179,6.1188,30.711,1100.0,538.41,13.342
30.274,1011.3,53.275,6.1368,30.822,1100.0,537.87,13.426
29.87,1011.3,55.814,6.0551,30.548,1100.0,538.78,13.303
29.218,1011.4,60.676,5.8377,29.419,1098.7,541.8,13.042
28.342,1011.5,63.593,5.3142,26.485,1095.6,549.77,12.308
27.381,1011.8,71.367,5.2641,26.272,1094.6,550.13,12.266
26.466,1012.2,82.238,5.1904,25.939,1092.9,550.35,12.21
25.707,1012.2,87.434,5.1798,25.818,1092.4,549.79,12.221
25.123,1012.1,88.785,5.1095,25.57,1091.0,550.3,12.186
24.399,1012.0,91.812,4.4376,21.958,1069.7,550.12,11.114
23.777,1011.9,93.27,4.1197,20.195,1059.2,550.04,10.613
23.325,1011.7,93.656,4.1161,20.155,1059.0,549.96,10.651
22.821,1011.5,93.935,4.0892,19.982,1058.3,550.06,10.64
22.341,1011.3,94.315,4.1054,20.018,1058.8,549.97,10.648
21.875,1011.2,95.741,4.0773,19.834,1057.7,549.96,10.513
21.809,1011.1,96.11,4.0757,19.812,1057.3,550.07,10.539
22.481,1011.2,96.665,4.1273,20.079,1058.7,549.97,10.53
24.875,1011.4,83.524,5.2458,26.09,1093.3,550.4,12.15
26.792,1011.7,68.83,5.9713,29.656,1098.4,540.5,13.133
27.787,1012.0,65.516,5.9803,29.737,1099.9,541.07,13.17
28.327,1012.0,60.218,5.8159,28.756,1100.1,544.44,12.965
28.725,1012.2,57.097,6.0489,30.2,1100.1,539.66,13.271
29.038,1012.2,54.454,6.0707,30.258,1100.0,539.43,13.288
29.123,1012.1,56.683,6.0025,29.977,1099.8,540.6,13.211
29.241,1012.0,53.409,6.031,30.234,1099.9,539.78,13.278
29.164,1011.7,52.532,5.9906,30.086,1100.1,540.34,13.171
28.999,1011.5,50.7,6.1214,30.862,1100.0,537.7,13.336
28.268,1011.6,58.458,5.981,30.059,1099.9,540.21,13.205
27.3,1011.7,64.749,5.2966,26.211,1093.9,549.13,12.186
26.458,1012.0,74.01,5.2585,26.138,1093.9,549.55,12.307
25.943,1011.9,79.167,5.2799,26.198,1094.7,549.72,12.354
25.705,1011.9,81.426,5.1479,25.538,1090.9,549.89,12.188
25.618,1011.8,83.66,5.1749,25.785,1091.8,549.84,12.196
25.479,1011.6,82.335,4.9408,24.473,1083.6,549.83,11.828
25.05,1011.4,79.911,4.1694,20.215,1059.4,550.17,10.639
24.18,1011.1,81.445,4.1268,20.093,1059.0,550.02,10.649
23.113,1010.7,85.804,4.0752,19.984,1058.3,550.07,10.618
22.267,1010.2,88.379,4.0642,19.886,1057.8,550.1,10.597
21.813,1009.9,89.347,4.0563,19.852,1057.6,549.85,10.515
21.78,1010.0,89.866,4.059,19.875,1057.8,549.96,10.489
22.343,1010.2,90.484,4.1385,20.245,1059.6,550.11,10.616
24.48,1010.3,78.732,5.0925,25.135,1078.9,544.88,11.863
26.313,1010.4,69.072,6.1072,30.531,1100.1,538.51,13.263
27.155,1010.5,64.792,6.025,30.145,1100.1,539.94,13.237
27.931,1010.5,60.202,6.0732,30.231,1099.9,539.76,13.241
28.415,1010.5,55.507,6.0763,30.182,1100.0,539.94,13.175
28.876,1010.3,53.094,6.1256,30.566,1100.1,538.86,13.3
29.147,1010.2,56.807,6.1043,30.396,1099.9,539.29,13.241
29.113,1010.1,60.861,6.1115,30.474,1100.0,539.08,13.234
28.836,1010.2,61.887,6.073,30.282,1100.2,539.78,13.219
28.593,1010.1,61.938,6.0824,30.362,1100.0,539.39,13.279
28.059,1010.0,58.981,6.0118,30.226,1100.1,539.79,13.235
27.303,1010.3,63.589,5.3327,26.383,1093.7,549.22,12.24
26.513,1010.4,69.945,5.2885,26.252,1094.8,549.89,12.254
25.597,1010.6,76.003,5.2524,26.212,1094.6,549.85,12.3
24.572,1010.7,80.576,5.1036,25.444,1090.9,549.81,12.204
23.73,1010.7,86.308,5.0377,25.059,1088.7,549.91,12.029
23.312,1010.7,89.466,5.1398,25.508,1091.2,550.1,12.208
22.888,1010.7,90.863,5.1672,25.619,1092.0,549.96,12.224
22.52,1010.5,92.91,5.1924,25.686,1092.5,549.81,12.26
22.304,1010.1,94.395,5.2126,25.737,1092.8,549.66,12.245
22.153,1009.9,94.801,4.7359,23.127,1077.3,549.69,11.465
21.965,1009.8,94.834,4.1329,19.9,1058.1,550.06,10.634
21.823,1009.7,96.443,4.1335,19.874,1057.8,550.12,10.478
22.213,1009.9,97.276,4.3581,21.036,1065.0,550.02,10.888
23.547,1010.2,93.057,4.8836,24.152,1073.0,544.7,11.61
25.402,1010.5,81.319,5.9338,29.759,1100.0,540.92,13.165
27.05,1010.7,68.321,6.0162,30.111,1100.0,539.88,13.243
28.02,1010.6,60.672,5.9913,29.968,1100.1,540.67,13.185
28.884,1010.5,50.394,5.9618,29.845,1100.0,541.15,13.2
29.511,1010.5,43.336,6.0488,30.412,1099.9,539.16,13.248
30.15,1010.2,40.37,5.9849,30.093,1100.0,540.36,13.242
30.499,1009.9,40.296,6.1063,30.772,1099.9,538.1,13.349
30.253,1009.8,48.61,6.1889,31.168,1099.9,536.76,13.466
29.624,1009.9,51.764,6.132,30.784,1100.0,537.95,13.382
29.383,1010.0,53.943,6.0307,30.228,1100.1,539.92,13.256
28.403,1010.4,62.124,5.3433,26.305,1094.0,549.5,12.278
27.392,1010.9,69.385,5.2842,26.056,1092.9,549.8,12.281
26.406,1011.2,72.992,5.3934,26.797,1095.1,548.45,12.481
25.299,1011.4,78.749,5.1948,25.78,1092.0,549.71,12.225
24.302,1011.4,84.674,4.6313,22.891,1074.7,549.77,11.393
23.685,1011.3,88.204,4.0904,19.822,1056.9,549.94,10.532
23.12,1011.0,91.002,4.105,19.799,1057.2,550.09,10.534
22.574,1010.7,92.836,4.144,20.003,1058.6,550.06,10.59
21.972,1010.5,93.261,4.1152,19.931,1058.0,550.13,10.554
21.496,1010.5,93.294,4.0934,19.775,1057.2,550.07,10.459
21.206,1010.6,89.064,4.0769,19.872,1057.7,550.03,10.486
21.41,1011.1,81.496,4.0765,20.051,1058.1,550.08,10.626
21.513,1011.1,78.499,4.1078,20.062,1058.4,549.96,10.522
22.908,1011.0,78.597,4.8163,23.772,1074.5,546.5,11.616
25.382,1011.2,76.767,6.0414,30.251,1100.1,539.76,13.203
27.432,1011.1,66.87,6.125,30.332,1099.8,539.73,13.236
28.709,1011.2,59.574,6.0321,29.661,1100.0,542.01,13.102
29.513,1011.0,55.385,6.0514,29.76,1100.1,541.82,13.097
30.056,1010.7,52.868,6.0756,29.808,1099.9,541.48,13.12
30.392,1010.4,49.431,5.9318,29.05,1100.1,544.24,12.942
30.604,1010.1,49.656,6.1042,29.963,1100.0,541.12,13.196
30.483,1009.9,50.357,5.856,28.553,1098.6,544.91,12.83
30.209,1009.5,53.58,5.5536,26.808,1096.9,549.49,12.458
29.513,1009.5,57.675,5.5017,26.676,1096.4,550.16,12.399
28.177,1009.7,65.851,5.3998,26.252,1094.3,550.14,12.262
26.902,1009.8,76.026,5.3529,26.185,1093.8,550.19,12.181
26.07,1010.0,82.46,5.3162,26.086,1093.1,550.39,12.273
25.645,1010.2,85.396,5.2767,25.872,1091.8,550.35,12.25
25.142,1010.2,90.697,5.2585,25.826,1091.7,550.28,12.22
24.927,1010.1,88.207,5.2845,26.156,1093.4,550.36,12.318
24.672,1009.9,89.42,5.2771,26.115,1093.1,549.84,12.286
24.453,1009.7,90.227,4.5927,22.381,1071.1,549.93,11.129
23.824,1009.6,91.28,4.1806,20.126,1058.1,549.97,10.538
23.183,1009.7,92.632,4.1808,20.091,1058.3,549.98,10.61
22.448,1009.7,93.765,4.1601,19.889,1057.6,550.04,10.6
22.098,1009.7,95.337,4.1585,19.821,1057.1,550.0,10.594
22.122,1009.8,96.839,4.2185,20.039,1058.1,549.92,10.486
23.264,1009.9,97.17,4.3949,21.072,1063.8,549.94,10.727
24.94,1010.2,91.682,4.3274,20.61,1060.7,549.98,10.618
26.199,1010.3,86.269,4.3407,20.662,1060.6,549.99,10.672
27.744,1010.1,76.796,5.4362,26.452,1094.4,549.63,12.211
29.151,1009.9,67.957,5.5124,26.772,1096.2,550.12,12.289
30.517,1009.7,60.439,5.4715,26.287,1094.0,550.13,12.26
31.326,1009.2,55.97,5.4701,26.241,1093.9,549.78,12.238
31.773,1009.0,56.241,5.6549,27.293,1098.9,549.38,12.55
31.768,1008.8,56.594,4.6602,21.959,1068.6,550.0,11.075
30.359,1008.8,55.873,4.4247,20.704,1061.3,549.89,10.709
29.846,1009.0,53.583,4.4205,20.806,1062.0,549.93,10.67
28.622,1009.1,61.28,4.8764,23.37,1076.7,549.77,11.488
27.264,1009.5,70.267,5.3736,26.347,1094.2,549.6,12.219
26.39,1009.8,77.793,5.3421,26.376,1094.4,549.98,12.241
25.839,1009.9,79.055,5.255,25.984,1092.3,550.19,12.249
25.369,1009.8,79.986,5.1787,25.478,1089.6,549.81,12.101
24.856,1009.6,82.101,4.4681,21.787,1067.5,549.85,11.072
24.531,1009.3,84.604,4.2,20.294,1058.8,549.98,10.611
24.135,1009.1,85.641,4.1909,20.248,1058.6,550.05,10.608
23.479,1009.0,85.409,4.1206,19.964,1057.1,550.03,10.554
22.599,1009.0,86.78,4.1292,19.923,1057.3,549.95,10.514
22.02,1009.1,91.016,4.1787,20.07,1058.6,549.86,10.482
21.964,1009.3,94.425,4.1945,20.029,1058.4,550.01,10.574
22.22,1009.4,95.189,4.2371,20.307,1059.4,550.08,10.561
23.401,1009.7,93.618,4.5376,21.878,1068.3,550.13,11.002
25.517,1010.1,84.197,6.0614,29.874,1096.8,539.77,13.066
26.941,1010.2,76.647,6.0832,29.831,1100.1,541.4,13.179
28.054,1010.2,72.62,6.091,29.764,1099.8,541.58,13.114
29.489,1010.0,63.939,6.0163,29.382,1099.9,543.0,13.008
30.799,1009.9,54.495,6.0902,29.77,1100.0,541.85,13.127
31.585,1009.7,49.808,6.0582,29.649,1100.0,542.3,13.054
32.262,1009.6,46.871,6.181,30.212,1100.0,540.63,13.186
32.365,1009.4,48.717,6.2657,30.699,1100.0,538.8,13.34
31.839,1009.4,54.476,6.2364,30.665,1100.1,538.82,13.274
30.788,1009.2,57.404,6.126,30.013,1100.1,540.66,13.23
28.818,1009.3,58.277,6.1691,30.398,1099.8,539.4,13.279
27.749,1009.4,63.519,6.133,30.481,1100.0,539.5,13.289
26.984,1009.8,71.635,5.886,29.173,1099.4,543.3,12.991
26.175,1010.0,71.9,5.2966,26.056,1092.3,549.45,12.185
25.083,1010.1,70.94,5.2212,25.821,1091.6,549.96,12.212
24.095,1010.0,78.57,5.2117,25.799,1091.5,550.2,12.19
23.039,1009.7,84.239,5.2165,25.761,1091.9,550.19,12.17
22.252,1009.4,90.2,5.251,25.746,1091.9,550.11,12.224
21.813,1009.4,92.659,5.2398,25.624,1091.3,549.83,12.168
21.366,1009.3,93.108,4.8312,23.508,1078.4,550.11,11.513
20.928,1009.4,94.344,5.2375,25.351,1089.2,550.1,11.983
20.693,1009.7,94.427,4.7754,22.761,1075.1,550.12,11.31
20.57,1010.0,96.406,5.4133,26.11,1086.2,545.32,12.18
21.597,1010.1,98.61,4.9538,23.98,1080.9,549.8,11.602
24.371,1010.3,97.499,6.2075,30.734,1099.1,538.19,13.311
25.959,1010.6,90.99,6.1074,30.099,1100.1,540.57,13.198
26.863,1010.6,86.149,6.5142,32.265,1099.9,533.57,13.691
28.101,1010.3,77.662,6.5594,32.579,1099.9,532.38,13.748
29.504,1009.9,72.401,6.5403,31.93,1099.6,534.41,13.564
30.339,1009.6,70.056,6.2445,30.49,1099.9,539.57,13.269
30.951,1009.1,63.431,6.2001,30.448,1100.0,539.97,13.212
31.471,1008.9,60.797,6.1665,30.165,1100.0,540.99,13.15
31.783,1008.8,57.591,6.2345,30.745,1099.9,539.18,13.257
31.147,1008.7,59.206,5.7712,28.229,1097.0,545.44,12.677
29.49,1008.7,72.145,5.4587,26.565,1094.8,549.65,12.24
27.958,1009.0,75.472,5.3955,26.446,1094.5,549.54,12.299
27.018,1009.2,79.54,5.3812,26.3,1094.1,549.43,12.215
25.99,1009.2,89.041,5.3304,26.011,1092.6,549.84,12.169
25.381,1009.2,92.869,5.2946,25.89,1091.8,549.87,12.221
25.17,1009.1,91.853,5.2702,25.836,1091.2,549.62,12.217
24.98,1008.9,91.574,5.2771,25.978,1092.1,549.99,12.189
24.299,1008.9,89.809,5.2558,25.877,1092.2,550.11,12.219
23.527,1008.9,93.363,5.2283,25.665,1090.8,550.2,12.16
23.409,1008.9,95.703,4.7242,23.004,1074.7,550.09,11.272
23.457,1009.0,95.489,4.2032,20.246,1058.4,550.01,10.49
23.55,1009.3,95.284,4.0124,19.087,1051.4,550.09,10.172
23.577,1009.5,94.799,4.3111,20.699,1061.2,550.07,10.663
24.492,1010.0,95.627,5.1458,25.163,1076.6,544.13,11.794
25.55,1010.0,92.482,5.161,25.026,1085.7,549.66,11.833
27.038,1010.1,86.668,5.2838,25.538,1089.6,550.28,12.049
28.283,1009.9,79.785,5.4716,26.368,1094.3,550.3,12.352
29.247,1009.6,75.96,5.5349,26.546,1095.2,550.21,12.252
30.044,1009.4,72.208,5.5881,26.816,1096.4,549.68,12.413
30.766,1009.0,69.215,6.4684,31.581,1099.6,536.05,13.431
31.152,1008.5,66.777,6.6315,32.423,1100.2,533.33,13.696
31.521,1008.1,62.553,6.6366,32.55,1100.0,533.08,13.676
31.577,1007.6,63.497,6.6196,32.512,1100.1,533.47,13.584
30.812,1007.6,66.995,6.2627,30.864,1100.0,538.63,13.257
29.727,1007.8,72.62,5.4677,26.546,1094.3,550.27,12.246
28.057,1007.8,79.583,5.4758,26.717,1095.8,550.23,12.325
26.95,1007.9,84.248,5.3954,26.319,1093.8,549.88,12.324
26.671,1008.2,84.151,5.3174,26.053,1092.3,549.96,12.243
25.958,1007.9,82.914,5.2588,25.916,1091.6,550.01,12.199
25.0,1007.8,84.002,5.2035,25.729,1090.8,550.15,12.137
24.121,1007.6,88.22,5.2517,25.845,1091.6,550.26,12.181
23.812,1007.5,92.005,5.3144,26.019,1092.4,550.35,12.259
23.515,1007.4,93.414,5.3159,26.05,1092.4,550.38,12.261
23.225,1007.2,93.148,5.2875,25.99,1092.1,550.29,12.25
22.959,1007.2,92.918,5.3401,26.076,1092.6,550.25,12.131
22.363,1007.7,92.228,5.0988,24.885,1086.8,550.04,11.874
22.757,1008.1,95.042,4.6809,22.504,1072.6,549.87,11.241
24.528,1008.3,93.139,5.8455,28.831,1092.6,541.19,12.784
26.101,1008.7,88.5,6.1004,29.977,1100.1,541.58,13.143
27.498,1009.0,82.321,6.0787,29.754,1100.0,542.19,13.13
28.843,1009.2,74.003,6.2235,30.249,1100.0,540.48,13.192
29.995,1009.2,69.851,6.1447,29.629,1100.0,542.46,13.125
30.668,1009.1,69.347,6.1479,29.506,1100.0,542.86,13.042
30.879,1009.0,67.053,6.0409,29.297,1100.0,543.69,12.99
29.752,1009.2,71.585,6.1574,30.01,1099.9,541.18,13.15
28.507,1009.2,73.941,6.1197,29.896,1099.9,541.32,13.157
28.243,1009.1,72.244,6.1012,29.878,1100.2,541.48,13.115
27.907,1009.2,70.944,6.0567,29.779,1099.9,541.68,13.116
27.133,1009.5,72.076,6.1201,30.191,1099.9,540.25,13.24
26.508,1010.2,74.316,6.1306,30.404,1100.0,539.59,13.278
25.768,1010.6,83.245,5.3322,26.032,1092.1,549.29,12.26
25.308,1010.6,86.963,6.0705,29.994,1099.8,540.85,13.165
24.9,1010.8,84.576,5.822,28.893,1097.6,543.22,12.951
24.258,1011.0,86.397,5.2531,25.803,1091.5,549.7,12.195
23.531,1010.6,88.166,5.25,25.621,1091.2,549.57,12.22
22.976,1010.5,91.224,5.2089,25.328,1090.2,550.1,12.092
22.769,1010.6,92.933,5.2875,25.713,1092.5,550.25,12.216
22.782,1010.6,93.252,5.3283,25.834,1092.8,550.29,12.216
22.683,1010.7,94.293,5.3164,25.735,1092.6,550.31,12.26
22.599,1010.8,93.925,4.6838,22.307,1073.0,550.09,11.197
22.791,1011.0,87.847,4.1392,19.743,1056.8,549.95,10.497
23.926,1011.0,69.914,4.0358,19.285,1053.7,550.0,10.285
24.722,1011.3,65.645,5.2815,25.902,1092.7,549.85,12.134
25.268,1011.5,66.463,4.7857,22.902,1075.9,549.78,11.421
26.257,1011.5,63.37,6.269,30.87,1098.7,536.62,13.359
26.744,1011.3,63.23,4.8856,23.386,1077.6,549.54,11.494
27.296,1010.8,63.552,4.9146,23.37,1078.4,550.04,11.576
28.024,1010.7,60.143,4.9131,23.321,1078.0,550.11,11.573
27.989,1010.8,60.896,4.9225,23.375,1078.5,550.14,11.544
27.612,1010.9,64.128,4.9959,23.624,1079.4,549.81,11.521
26.962,1010.9,65.774,5.4713,26.301,1094.8,550.17,12.269
25.995,1011.3,69.29,5.3695,25.96,1092.9,550.4,12.154
24.947,1011.6,71.802,5.3212,25.811,1092.4,550.25,12.277
24.131,1012.1,74.024,5.3488,26.115,1094.0,550.34,12.319
23.638,1012.8,77.214,5.3169,26.006,1093.2,550.02,12.298
23.304,1013.1,80.345,5.2495,25.622,1091.3,550.2,12.201
22.952,1013.2,82.391,5.2642,25.722,1091.8,549.9,12.178
22.74,1013.0,81.183,4.3809,21.041,1064.1,550.11,10.82
22.263,1012.8,81.423,4.1859,20.015,1058.2,550.01,10.535
21.582,1012.7,82.319,4.2087,20.208,1059.6,550.03,10.683
20.564,1012.7,85.53,4.1865,20.064,1059.0,550.1,10.635
19.87,1012.7,86.877,4.1313,19.768,1057.3,550.03,10.48
19.342,1012.6,88.759,4.1371,19.708,1057.2,550.03,10.59
19.184,1012.9,89.213,4.1458,19.813,1057.5,549.96,10.452
19.394,1013.3,90.181,4.1658,19.864,1057.8,549.87,10.475
20.778,1013.5,87.777,4.6402,22.326,1072.2,550.23,11.193
22.7,1013.5,78.193,5.3141,25.738,1091.9,550.04,12.163
24.703,1013.7,65.67,5.4482,26.161,1094.2,550.21,12.213
25.481,1013.6,62.665,5.4299,25.952,1093.3,550.38,12.169
25.766,1013.4,59.892,5.4502,26.022,1093.7,550.36,12.257
26.14,1013.3,57.828,4.979,23.426,1078.9,550.21,11.598
26.49,1013.2,52.285,4.7935,22.482,1073.4,549.99,11.331
26.673,1013.1,49.417,4.6088,21.455,1067.1,550.06,11.006
26.569,1013.1,51.573,4.4159,20.486,1060.8,550.01,10.653
26.309,1013.0,54.16,4.4243,20.462,1060.9,549.91,10.602
25.779,1013.2,54.791,4.3961,20.447,1060.8,549.87,10.655
24.871,1013.6,58.277,4.7683,22.629,1073.7,549.95,11.285
23.914,1014.1,63.335,5.3428,25.915,1093.0,550.17,12.176
23.346,1014.6,65.087,4.6101,22.024,1070.3,550.03,11.085
22.726,1014.8,66.803,4.1967,19.952,1057.9,549.74,10.553
21.941,1015.0,69.244,4.2251,20.168,1059.3,550.02,10.618
20.853,1015.0,72.734,4.1209,19.745,1057.1,550.03,10.544
19.811,1014.9,76.594,4.1482,19.813,1057.8,549.98,10.59
19.174,1014.9,78.851,4.1349,19.707,1057.8,549.99,10.532
18.605,1014.9,81.536,4.1216,19.576,1057.3,549.89,10.562
18.217,1015.0,83.803,4.1128,19.635,1057.5,550.08,10.565
18.094,1015.0,84.721,4.127,19.573,1057.2,550.0,10.567
18.01,1015.2,85.203,4.0955,19.458,1056.4,550.03,10.532
18.142,1015.4,86.696,4.1324,19.604,1057.3,549.95,10.522
19.567,1015.6,85.521,4.227,19.98,1059.0,550.08,10.546
22.334,1015.9,75.159,4.3437,20.286,1059.8,550.0,10.604
24.518,1016.1,62.848,4.3444,20.116,1058.7,549.95,10.565
25.562,1016.1,57.093,4.4046,20.357,1060.2,550.1,10.61
26.002,1016.0,52.023,4.3846,20.278,1059.8,550.0,10.565
26.179,1016.0,53.829,5.1065,24.112,1082.7,550.3,11.751
26.168,1016.1,51.906,5.4196,25.75,1092.6,549.77,12.235
25.986,1015.9,55.694,4.4712,20.76,1062.7,549.92,10.746
26.385,1015.7,56.865,4.4438,20.481,1061.1,550.08,10.707
26.513,1015.6,50.072,4.4599,20.474,1061.2,550.01,10.74
26.296,1015.7,51.844,4.4239,20.379,1060.7,550.04,10.624
25.497,1015.7,57.531,4.4726,20.806,1063.1,550.06,10.828
24.539,1015.9,65.294,5.4377,26.271,1094.9,549.8,12.239
23.692,1016.1,67.068,5.3875,26.03,1093.9,550.31,12.183
22.852,1016.1,71.116,5.2952,25.685,1092.1,549.83,12.15
22.45,1016.3,72.415,5.3099,25.769,1092.5,550.14,12.18
21.624,1016.2,73.16,5.3047,25.903,1083.6,544.09,12.19
20.295,1015.8,77.791,5.1545,25.114,1089.0,549.83,12.12
19.461,1015.4,82.024,5.1998,25.364,1090.6,550.05,12.15
19.21,1015.1,82.837,5.1899,25.28,1090.0,550.25,12.144
19.027,1014.6,82.699,5.1528,25.083,1088.9,550.06,12.005
19.164,1014.5,81.288,5.1403,24.955,1088.2,550.11,11.918
18.614,1015.1,79.555,4.4097,21.069,1066.0,549.94,10.945
18.002,1015.2,85.746,4.1552,19.624,1057.7,550.05,10.457
19.502,1015.2,87.978,4.2129,19.735,1057.5,549.98,10.599
22.356,1015.4,79.636,6.2149,30.07,1098.9,539.49,13.205
24.64,1015.7,65.488,6.3999,30.948,1100.0,537.14,13.453
25.756,1015.8,58.432,6.4076,30.827,1100.0,537.38,13.409
26.805,1015.6,55.042,6.3535,30.46,1100.1,538.52,13.303
27.938,1015.4,50.001,6.3799,30.61,1100.0,538.21,13.38
29.02,1015.1,48.349,6.3946,30.751,1100.0,537.94,13.354
29.446,1014.8,47.063,6.45,31.118,1100.0,536.92,13.468
29.02,1014.6,45.825,6.4851,31.337,1100.0,535.96,13.5
27.641,1014.5,50.929,6.3701,30.624,1100.0,538.05,13.334
26.9,1014.6,49.57,6.4309,31.243,1099.8,536.34,13.446
26.259,1014.9,54.706,6.3624,30.955,1099.9,537.23,13.429
25.693,1015.3,55.05,6.193,30.383,1098.4,538.25,13.257
24.915,1015.7,60.195,5.3837,25.859,1092.5,550.18,12.128
24.057,1016.0,63.4,5.2981,25.517,1090.8,549.95,12.152
22.843,1016.0,66.299,5.3098,25.798,1092.6,550.31,12.251
21.152,1016.1,73.225,5.2022,25.219,1089.7,550.14,12.126
20.132,1015.8,78.386,5.2542,25.487,1091.3,549.91,12.19
19.347,1015.2,80.585,5.2361,25.401,1091.0,549.86,12.182
18.752,1014.9,83.611,5.2317,25.337,1090.6,549.95,12.131
18.216,1014.6,85.254,5.2141,25.256,1090.4,549.79,12.037
18.066,1014.5,86.195,5.2329,25.232,1090.2,550.02,11.985
18.107,1014.7,86.125,5.2405,25.196,1090.2,550.14,12.021
18.277,1015.0,84.53,5.3242,25.67,1092.5,549.95,12.144
19.405,1015.0,84.011,5.4062,25.85,1093.0,549.94,12.19
22.202,1015.3,81.235,6.2332,29.836,1098.8,540.22,13.156
25.273,1015.6,76.269,6.5124,30.765,1100.0,537.63,13.395
26.919,1015.5,70.285,6.9312,32.337,1100.0,531.96,13.702
27.435,1015.1,62.301,6.7119,31.218,1100.0,535.66,13.497
27.642,1014.3,62.828,6.6961,30.921,1099.9,536.5,13.466
27.961,1013.6,52.748,6.6456,30.716,1099.9,537.27,13.416
28.453,1012.8,46.411,6.5866,30.508,1099.9,538.12,13.377
28.777,1012.2,48.168,6.7684,31.606,1100.0,534.69,13.604
28.838,1011.7,50.572,6.6335,31.0,1100.1,536.97,13.474
28.21,1011.5,55.164,6.6484,31.141,1100.0,536.69,13.422
27.152,1011.2,66.053,6.1476,28.688,1098.3,544.15,12.834
26.151,1011.6,67.482,5.6593,26.261,1094.6,550.14,12.226
25.357,1012.0,70.921,5.54,25.905,1092.7,550.39,12.28
24.7,1012.4,64.938,5.44,25.501,1091.3,550.16,12.198
